recording	participant	candidate	residual_stage	spatial_rank	residual_protocol	channel_name	band	band_low_hz	band_high_hz	kind	position	authorized_line_hz	neighbouring_line_hz	centre_frequency_hz	injection_start_frequency_hz	injection_drift_hz	injection_occupancy	injection_phase_rad	phase_modulation_hz	phase_deviation_rad	injection_amplitude_v	requested_component_to_background_db	background_recovery_runtime_s	background_residual_runtime_s	injected_recovery_runtime_s	injected_residual_runtime_s	background_residual_round_count	injected_residual_round_count	filter_geometry_changed	injected_frequency_fir_unavailable	background_band_retained_share	injected_band_retained_share	background_terminal_residual_detector_null	background_targeted_local_background_excess_null	stage	injected_energy_v2	difference_energy_v2	measured_component_to_background_db	remaining_fraction	collateral_fraction	amplitude_ratio	component_error_fraction	component_correlation	subspace_phase_error_degrees	band_power_ratio	band_power_change_db	band_phase_error_degrees	terminal_residual_detector_null	targeted_local_background_excess_null	artifact_gate_passed	preservation_gate_passed	offset_hz	tooth_hz
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	exact	51.6	52.800000000000004	51.6	51.6	0.0	0.5	0.4487989505128276	0.0	0.0	2.998171422198334e-07	-10.0	2.640622875012923	13.367840291000903	2.270771541981958	5.817089791991748	2	2	False	False	1.0	1.0	True	True	final	1.126219436309842e-08	1.5573798521568863e-10	-10.0	0.0005349038601014051	0.013293483414582648	0.02312798867392937	0.9542789265573912	0.9999999990239419	0.002531475205179524	0.012682845452182689	-18.96783299644623	32.09194047961008	True	True	True		0.0	51.6
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	near	51.6	52.800000000000004	51.612500000000004	51.612500000000004	0.0	0.5	0.4487989505128276	0.0	0.0	1.3206953903583406e-07	-10.0	2.640622875012923	13.367840291000903	2.27341962500941	5.795171457983088	2	2	False	False	1.0	1.0	True	True	recovery	2.185350111346276e-09	8.299489386430853e-11	-9.999999999999998	0.021825929504076184	0.01615191827116229	0.14773601288811128	0.7263546290843902	0.9999975450923495	0.12695770349266808	0.035721995913369275	-14.470642835475951	18.770806902846065					0.0125	51.6
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	near	51.6	52.800000000000004	51.612500000000004	51.612500000000004	0.0	0.5	0.4487989505128276	0.0	0.0	1.3206953903583406e-07	-10.0	2.640622875012923	13.367840291000903	2.27341962500941	5.795171457983088	2	2	False	False	1.0	1.0	True	True	final	2.185350111346276e-09	8.297131279875081e-11	-9.999999999999998	0.02182246383955939	0.016144593415004117	0.14772428317497224	0.726374624614266	0.9999975389129139	0.12711739060244703	0.035721651890275534	-14.470684660700686	18.77097646329365	True	True	True		0.0125	51.6
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	near	51.6	52.800000000000004	51.625	51.625	0.0	0.5	0.4487989505128276	0.0	0.0	3.2215038937018214e-07	-10.0	2.640622875012923	13.367840291000903	2.5062369589868467	5.762962957989657	2	2	False	False	1.0	1.0	True	True	recovery	1.3002434849661246e-08	2.920437553440535e-09	-9.999999999999998	0.2019732018608203	0.022633772694916482	0.44941428755750557	0.3031449731086132	0.9999996146508762	0.050299105697161256	0.21123307486488463	-6.752380790043472	15.643966539007051					0.025	51.6
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	near	51.6	52.800000000000004	51.625	51.625	0.0	0.5	0.4487989505128276	0.0	0.0	3.2215038937018214e-07	-10.0	2.640622875012923	13.367840291000903	2.5062369589868467	5.762962957989657	2	2	False	False	1.0	1.0	True	True	final	1.3002434849661246e-08	2.9204153279646065e-09	-9.999999999999998	0.20197322417362273	0.02263204105027447	0.4494143123818185	0.30314494551971033	0.9999996149324631	0.05028072473405328	0.21124089077578853	-6.752220098154595	15.643091526509831	True	True	True		0.025	51.6
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	near	51.6	52.800000000000004	51.6375	51.6375	0.0	0.5	0.4487989505128276	0.0	0.0	8.496102522932528e-08	-10.0	2.640622875012923	13.367840291000903	2.364408708992414	5.8801214169943705	2	2	False	False	1.0	1.0	True	True	recovery	9.043895869091907e-10	5.515620483359754e-10	-10.0	0.5911035859326734	0.018768593402098036	0.7688326124278766	0.0534383848729592	0.9999999845245645	0.01008006184872802	0.5856981141564817	-2.3232617432060114	10.915366735177162					0.0375	51.6
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	near	51.6	52.800000000000004	51.6375	51.6375	0.0	0.5	0.4487989505128276	0.0	0.0	8.496102522932528e-08	-10.0	2.640622875012923	13.367840291000903	2.364408708992414	5.8801214169943705	2	2	False	False	1.0	1.0	True	True	final	9.043895869091907e-10	5.515506768258393e-10	-10.0	0.591085799574233	0.018773806075140956	0.7688210452206892	0.053443732822918553	0.9999999845932522	0.010057666822735971	0.5856950617162832	-2.3232843770741587	10.915504366213794	True	True	True		0.0375	51.6
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	near	51.6	52.800000000000004	51.65	51.65	0.0	0.5	0.4487989505128276	0.0	0.0	7.223117014331005e-08	-10.0	2.640622875012923	13.367840291000903	2.150681084021926	5.649950124992756	2	2	False	False	1.0	1.0	True	True	recovery	6.536700320860754e-10	6.275525408294844e-10	-9.999999999999998	0.9537521965357216	0.006292642642177354	0.97660237381225	0.0005475247951255874	0.9999999611490279	0.015971139958192375	0.9558575309482826	-0.1960683380533203	3.868276934333617					0.05	51.6
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	near	51.6	52.800000000000004	51.65	51.65	0.0	0.5	0.4487989505128276	0.0	0.0	7.223117014331005e-08	-10.0	2.640622875012923	13.367840291000903	2.150681084021926	5.649950124992756	2	2	False	False	1.0	1.0	True	True	final	6.536700320860754e-10	6.275298498392678e-10	-9.999999999999998	0.9537082078537769	0.00630191810625091	0.97657985226697	0.0005485788112582512	0.9999999613490792	0.015929967565113785	0.9558331560363295	-0.1961790870341129	3.8681726256271096	True	True	True		0.05	51.6
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb52	51.2	53.2	intermittent	near	51.6	52.800000000000004	51.675000000000004	51.675000000000004	0.0	0.5	0.4487989505128276	0.0	0.0	7.549604407417287e-08	-10.0	2.640622875012923	13.367840291000903	2.6685728330048732	5.749255791015457	2	2	False	False	1.0	1.0	True	True	recovery	7.14104161729208e-10	7.89286599294125e-10	-10.0	1.0706506216620986	0.03463155087538614	1.0347224853370582	0.0012058872921364638	0.9999998858127866	0.027380893028393142	1.1660289016743193	0.6670931515894367	7.9850533912972805					0.075	51.6
