recording	participant	candidate	residual_stage	spatial_rank	residual_protocol	channel_name	band	band_low_hz	band_high_hz	kind	position	authorized_line_hz	neighbouring_line_hz	centre_frequency_hz	injection_start_frequency_hz	injection_drift_hz	injection_occupancy	injection_phase_rad	phase_modulation_hz	phase_deviation_rad	injection_amplitude_v	requested_component_to_background_db	background_recovery_runtime_s	background_residual_runtime_s	injected_recovery_runtime_s	injected_residual_runtime_s	background_residual_round_count	injected_residual_round_count	filter_geometry_changed	injected_frequency_fir_unavailable	background_band_retained_share	injected_band_retained_share	background_terminal_residual_detector_null	background_targeted_local_background_excess_null	stage	injected_energy_v2	difference_energy_v2	measured_component_to_background_db	remaining_fraction	collateral_fraction	amplitude_ratio	component_error_fraction	component_correlation	subspace_phase_error_degrees	band_power_ratio	band_power_change_db	band_phase_error_degrees	terminal_residual_detector_null	targeted_local_background_excess_null	artifact_gate_passed	preservation_gate_passed
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	stationary	exact	54	55.200000000000003	54	54	0	1	0.44879895051282759	0	0	4.6766844637704478e-07	-10	6.6141654999810271	12.452627041988308	6.0729307500005234	4.9239320000051521	2	2	False	False	1	1	True	False	recovery	5.4804976707171025e-08	7.4519898982302669e-11	-10	0.00018491922483129323	0.0011748094614971447	0.013598500830286154	1.0273448679553501	-0.99863760974405147	177.00883946841569	0.00084994950248127134	-30.706068759859441	175.08693039601761				
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	stationary	exact	54	55.200000000000003	54	54	0	1	0.44879895051282759	0	0	4.6766844637704478e-07	-10	6.6141654999810271	12.452627041988308	6.0729307500005234	4.9239320000051521	2	2	False	False	1	1	True	False	final	5.4804976707171025e-08	7.425109686567212e-11	-10	0.00018509072751662196	0.001169733256122737	0.013604805309765442	1.0273579190248157	-0.99864818637994113	177.02047534904932	0.0008500039925912491	-30.705790343371476	175.08654662230597	False	False	False	
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	drifting	exact	54	55.200000000000003	54	53.799999999999997	0.40000000000000002	1	0.44879895051282759	0	0	2.5754476868537925e-07	-10	6.6141654999810271	12.452627041988308	6.1859173749980982	4.907229834003374	2	2	False	False	1	1	True	False	recovery	1.6620700512136797e-08	7.3094003049913142e-09	-10	0.22822308300729705	0.21155382649502649	0.47772699631410515	0.27277002764759173	0.99999901903334698	0.080254004456039765	0.44521519405376925	-3.5143002272656965	40.058113137626258				
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	drifting	exact	54	55.200000000000003	54	53.799999999999997	0.40000000000000002	1	0.44879895051282759	0	0	2.5754476868537925e-07	-10	6.6141654999810271	12.452627041988308	6.1859173749980982	4.907229834003374	2	2	False	False	1	1	True	False	final	1.6620700512136797e-08	7.3094339934833219e-09	-10	0.22822173137754798	0.21155720502442363	0.47772558166540335	0.27277149793698285	0.99999902675272456	0.079937615203998905	0.44523081960051758	-3.5141478072733294	40.057956280981429	False	False	False	
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	intermittent	exact	54	55.200000000000003	54	54	0	0.5	0.44879895051282759	0	0	5.831999060656628e-07	-10	6.6141654999810271	12.452627041988308	6.2884515420009848	4.9545034999900963	2	2	False	False	1	1	True	False	recovery	4.261362126147092e-08	2.5342148491795773e-10	-9.9999999999999982	4.9966157708000673e-05	0.0058969934626209239	0.0070686743953870639	1.0141705808107582	-0.99881631712058727	177.21195420731351	0.0054471839526938166	-22.6382795825158	146.82643382103652				
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	intermittent	exact	54	55.200000000000003	54	54	0	0.5	0.44879895051282759	0	0	5.831999060656628e-07	-10	6.6141654999810271	12.452627041988308	6.2884515420009848	4.9545034999900963	2	2	False	False	1	1	True	False	final	4.261362126147092e-08	2.5253050266239817e-10	-9.9999999999999982	5.0245285407783112e-05	0.005875805943914127	0.0070883908898834802	1.0142104291013407	-0.99882921497331756	177.22718859508493	0.0054472898526470217	-22.638195151149706	146.82480910902669	False	False	False	
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	phase_modulated	exact	54	55.200000000000003	54	54	0	1	0.44879895051282759	0.10000000000000001	1	3.5651077756658512e-07	-10	6.6141654999810271	12.452627041988308	6.3240712089755107	4.9532685000158381	2	2	False	False	1	1	True	False	recovery	3.1848438874107802e-08	6.999780795213494e-09	-10	0.043740506792583185	0.17604360328209259	0.20914231229615682	0.62545707771262204	0.9999971418687611	0.1369871113172412	0.22356644984952784	-6.5059336956224918	78.837681199952755				
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	phase_modulated	exact	54	55.200000000000003	54	54	0	1	0.44879895051282759	0.10000000000000001	1	3.5651077756658512e-07	-10	6.6141654999810271	12.452627041988308	6.3240712089755107	4.9532685000158381	2	2	False	False	1	1	True	False	final	3.1848438874107802e-08	7.0007172264707848e-09	-10	0.043746430430619335	0.17606708238059332	0.20915647355656802	0.62543469862400203	0.99999709474323673	0.13811183213553396	0.22359816190790024	-6.5053177089535161	78.837861489873688	False	False	False	
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	stationary	near	54	55.200000000000003	54.200000000000003	54.200000000000003	0	1	0.44879895051282759	0	0	9.348609314214543e-08	-10	6.6141654999810271	12.452627041988308	6.3816299590107519	4.983883374981815	2	2	False	False	1	1	True	False	recovery	2.1899636603731643e-09	2.190936390839349e-09	-10	0.99945641388615525	0.00098776264688550121	0.99972816999730241	1.0741097413535107e-07	0.99999998323573114	0.010491338389744689	1.0045598883593543	0.019758329794336608	0.46288007411713383				
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.600000000000001	55.600000000000001	stationary	near	54	55.200000000000003	54.200000000000003	54.200000000000003	0	1	0.44879895051282759	0	0	9.348609314214543e-08	-10	6.6141654999810271	12.452627041988308	6.3816299590107519	4.983883374981815	2	2	False	False	1	1	True	False	final	2.1899636603731643e-09	2.1905215498119414e-09	-10	0.99926545050344528	0.00098929775960913502	0.99963265778156996	1.695490161221875e-07	0.99999998268928603	0.010660954260250302	1.004372658472082	0.018948816231988377	0.46291974432777844	False	False	False	
