recording	participant	candidate	residual_stage	spatial_rank	residual_protocol	channel_name	band	band_low_hz	band_high_hz	kind	position	authorized_line_hz	neighbouring_line_hz	centre_frequency_hz	injection_start_frequency_hz	injection_drift_hz	injection_occupancy	injection_phase_rad	phase_modulation_hz	phase_deviation_rad	injection_amplitude_v	requested_component_to_background_db	background_recovery_runtime_s	background_residual_runtime_s	injected_recovery_runtime_s	injected_residual_runtime_s	background_residual_round_count	injected_residual_round_count	filter_geometry_changed	injected_frequency_fir_unavailable	background_band_retained_share	injected_band_retained_share	background_terminal_residual_detector_null	background_targeted_local_background_excess_null	stage	injected_energy_v2	difference_energy_v2	measured_component_to_background_db	remaining_fraction	collateral_fraction	amplitude_ratio	component_error_fraction	component_correlation	subspace_phase_error_degrees	band_power_ratio	band_power_change_db	band_phase_error_degrees	terminal_residual_detector_null	targeted_local_background_excess_null	artifact_gate_passed	preservation_gate_passed	offset_hz	tooth_hz
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	exact	54.0	55.2	54.0	54.0	0.0	0.5	0.4487989505128276	0.0	0.0	5.295709219375942e-07	-10.0	7.233839749998879	12.458333167014644	7.508516458008671	6.190142665989697	2	2	False	False	1.0	1.0	True	False	recovery	3.5136701788541265e-08	2.032747389588401e-10	-10.0	5.8759030543992375e-05	0.005726494809790326	0.007665443923478429	1.0153554939752514	-0.9977722815149141	176.17484503878885	0.005526832469250213	-22.57523699663366	146.5868028739305					0.0	54.0
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	exact	54.0	55.2	54.0	54.0	0.0	0.5	0.4487989505128276	0.0	0.0	5.295709219375942e-07	-10.0	7.233839749998879	12.458333167014644	7.508516458008671	6.190142665989697	2	2	False	False	1.0	1.0	True	False	final	3.5136701788541265e-08	2.025697810948641e-10	-10.0	5.9054681220111856e-05	0.0057061358683643095	0.007684704367775761	1.01539437358441	-0.997781968522785	176.18317382843958	0.005526932700921897	-22.575158236028102	146.58479004119482	False	False	False		0.0	54.0
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	near	54.0	55.2	54.025	54.025	0.0	0.5	0.4487989505128276	0.0	0.0	4.86534640641937e-07	-10.0	7.233839749998879	12.458333167014644	8.45212854098645	5.713634917017771	2	2	False	False	1.0	1.0	True	False	recovery	2.9657816916361424e-08	1.333593809929503e-09	-10.0	0.03541452165097444	0.009551492324039708	0.18818746411749757	0.6590409992171701	0.9999962648915075	0.15659903848341136	0.04940576162073671	-13.062224013965253	17.137285501777985					0.025	54.0
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	near	54.0	55.2	54.025	54.025	0.0	0.5	0.4487989505128276	0.0	0.0	4.86534640641937e-07	-10.0	7.233839749998879	12.458333167014644	8.45212854098645	5.713634917017771	2	2	False	False	1.0	1.0	True	False	final	2.9657816916361424e-08	1.3329544914714935e-09	-10.0	0.035412765929235514	0.009531691554960928	0.18818279923849446	0.659048569257616	0.9999962754157793	0.15637826117087675	0.04941186137512871	-13.061687856628847	17.136336895406394	False	False	False		0.025	54.0
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	near	54.0	55.2	54.05	54.05	0.0	0.5	0.4487989505128276	0.0	0.0	1.2240122725643768e-07	-10.0	7.233839749998879	12.458333167014644	8.230452959018294	5.939073958987137	2	2	False	False	1.0	1.0	True	False	recovery	1.877094597823033e-09	4.587710510114989e-10	-10.0	0.23280752202228114	0.011597342571945937	0.4825013181560037	0.2678052336895929	0.9999996394006542	0.048657835460567136	0.2586658896954804	-5.87260837977475	9.981128049638222					0.05	54.0
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	near	54.0	55.2	54.05	54.05	0.0	0.5	0.4487989505128276	0.0	0.0	1.2240122725643768e-07	-10.0	7.233839749998879	12.458333167014644	8.230452959018294	5.939073958987137	2	2	False	False	1.0	1.0	True	False	final	1.877094597823033e-09	4.586565199099996e-10	-10.0	0.23275670662132397	0.011587142879885964	0.48244865697950073	0.26785974034232285	0.9999996396715017	0.048639558495557816	0.2586319931972991	-5.873177532003044	9.98130425198188	False	False	False		0.05	54.0
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	near	54.0	55.2	54.075	54.075	0.0	0.5	0.4487989505128276	0.0	0.0	1.5273856360428586e-07	-10.0	7.233839749998879	12.458333167014644	7.841755999979796	5.607113375008339	2	2	False	False	1.0	1.0	True	False	recovery	2.9228514131407336e-09	1.8020527512327777e-09	-10.0	0.6099386900571508	0.006600605485228987	0.7809857169354321	0.047967350094484475	0.9999999398784155	0.019867821060626324	0.6291165938080081	-2.0126885955476657	4.7857922495249365					0.075	54.0
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	near	54.0	55.2	54.075	54.075	0.0	0.5	0.4487989505128276	0.0	0.0	1.5273856360428586e-07	-10.0	7.233839749998879	12.458333167014644	7.841755999979796	5.607113375008339	2	2	False	False	1.0	1.0	True	False	final	2.9228514131407336e-09	1.8020703912006573e-09	-10.0	0.6099358121399894	0.006609518593809413	0.7809838744429934	0.04796815716448857	0.9999999398768086	0.01986808656109351	0.6291488207522621	-2.0124661308132907	4.786335237992732	False	False	False		0.075	54.0
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	near	54.0	55.2	54.1	54.1	0.0	0.5	0.4487989505128276	0.0	0.0	1.4300981556082173e-07	-10.0	7.233839749998879	12.458333167014644	7.149562082980992	5.605425667017698	2	2	False	False	1.0	1.0	True	False	recovery	2.562369409996381e-09	2.4761251340796108e-09	-9.999999999999998	0.9626474760353181	0.0036945058895981055	0.9811460013857867	0.00035547627310117993	0.9999999984664076	0.0031731509956625524	0.9720416990873888	-0.12315104111679047	2.5695600112709966					0.1	54.0
sub-0010_task-thermalactive_run-1_eeg	sub-0010	multitaper	lines		frozen	Cz	comb54	53.6	55.6	intermittent	near	54.0	55.2	54.1	54.1	0.0	0.5	0.4487989505128276	0.0	0.0	1.4300981556082173e-07	-10.0	7.233839749998879	12.458333167014644	7.149562082980992	5.605425667017698	2	2	False	False	1.0	1.0	True	False	final	2.562369409996381e-09	2.4764151120279333e-09	-9.999999999999998	0.9627420954502405	0.0037130543680587596	0.9811942190261012	0.00035366038347269733	0.9999999984786732	0.003160436161391779	0.9721751960043249	-0.12255463672781594	2.569238316383773	False	False	False		0.1	54.0
