recording	participant	candidate	residual_stage	spatial_rank	residual_protocol	channel_name	band	band_low_hz	band_high_hz	kind	position	authorized_line_hz	neighbouring_line_hz	centre_frequency_hz	injection_start_frequency_hz	injection_drift_hz	injection_occupancy	injection_phase_rad	phase_modulation_hz	phase_deviation_rad	injection_amplitude_v	requested_component_to_background_db	background_recovery_runtime_s	background_residual_runtime_s	injected_recovery_runtime_s	injected_residual_runtime_s	background_residual_round_count	injected_residual_round_count	filter_geometry_changed	injected_frequency_fir_unavailable	background_band_retained_share	injected_band_retained_share	background_terminal_residual_detector_null	background_targeted_local_background_excess_null	stage	injected_energy_v2	difference_energy_v2	measured_component_to_background_db	remaining_fraction	collateral_fraction	amplitude_ratio	component_error_fraction	component_correlation	subspace_phase_error_degrees	band_power_ratio	band_power_change_db	band_phase_error_degrees	terminal_residual_detector_null	targeted_local_background_excess_null	artifact_gate_passed	preservation_gate_passed
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	stationary	exact	55.200000000000003	56.350000000000009	55.200000000000003	55.200000000000003	0	1	0.44879895051282759	0	0	8.3602419757461259e-08	-10	8.4050704590044916	16.49882454200997	7.7165188749786466	5.6455459580174647	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	recovery	1.6331282315051479e-09	1.8045228966602593e-11	-9.9999999999999982	1.507473359951229e-05	0.011034412145928299	0.0038826194250160921	1.0011597487609105	-0.14741002168994646		0.0054725902357828917	-22.618070687587529	140.14001063359871				
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	stationary	exact	55.200000000000003	56.350000000000009	55.200000000000003	55.200000000000003	0	1	0.44879895051282759	0	0	8.3602419757461259e-08	-10	8.4050704590044916	16.49882454200997	7.7165188749786466	5.6455459580174647	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	final	1.6331282315051479e-09	1.8001847953849936e-11	-9.9999999999999982	1.486033891056119e-05	0.01100806340129005	0.0038549110120158661	1.0011588782510956	-0.14838447743919611		0.0054729269754991957	-22.617803465494958	140.13898744939263	False	False	False	
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	drifting	exact	55.200000000000003	56.350000000000009	55.200000000000003	55	0.40000000000000002	1	0.44879895051282759	0	0	5.5924734065292999e-08	-10	8.4050704590044916	16.49882454200997	8.5128545829793438	5.769022833002964	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	recovery	7.3078639475943384e-10	3.2143767617639193e-10	-10	0.22833420311083241	0.21151754903105155	0.47784328300273554	0.27264846848971536	0.99999913006587793	0.07557552437141073	0.44236390855594387	-3.5422031333625958	40.186763982385223				
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	drifting	exact	55.200000000000003	56.350000000000009	55.200000000000003	55	0.40000000000000002	1	0.44879895051282759	0	0	5.5924734065292999e-08	-10	8.4050704590044916	16.49882454200997	8.5128545829793438	5.769022833002964	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	final	7.3078639475943384e-10	3.2142827430125336e-10	-10	0.22832984598932077	0.21150904073087248	0.47783872382773745	0.2726532620020472	0.99999909627646522	0.07702927027375837	0.44236461272756256	-3.5421962201041	40.186871308934379	False	False	False	
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	intermittent	exact	55.200000000000003	56.350000000000009	55.200000000000003	55.200000000000003	0	0.5	0.44879895051282759	0	0	8.2466161672942392e-08	-10	8.4050704590044916	16.49882454200997	8.0765554169774987	5.6608266250113957	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	recovery	7.9450840340953021e-10	4.7264606456767131e-12	-10	5.3117967163309441e-05	0.005895794121612237	0.0072882074039718053	1.014527511221599	-0.99300091587320227		0.0061151966374838563	-22.13589573427182	144.43435821592288				
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	intermittent	exact	55.200000000000003	56.350000000000009	55.200000000000003	55.200000000000003	0	0.5	0.44879895051282759	0	0	8.2466161672942392e-08	-10	8.4050704590044916	16.49882454200997	8.0765554169774987	5.6608266250113957	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	final	7.9450840340953021e-10	4.6784991962619876e-12	-10	5.395548451362364e-05	0.0058345904090034411	0.0073454397086643924	1.0146437501843424	-0.9931192194402596		0.0061122136583348302	-22.13801472983738	144.43894657183279	False	False	False	
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	phase_modulated	exact	55.200000000000003	56.350000000000009	55.200000000000003	55.200000000000003	0	1	0.44879895051282759	0.10000000000000001	1	8.7164092056650465e-08	-10	8.4050704590044916	16.49882454200997	7.989748291001888	5.8787364170129877	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	recovery	1.7752437044592042e-09	3.9809143963770805e-10	-9.9999999999999982	0.045508411538909048	0.17873766726015791	0.21332700611715585	0.61891113430180356	0.99986702340636835	0.9343950469367285	0.22530242632712177	-6.4723413124640317	77.593102799288587				
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	phase_modulated	exact	55.200000000000003	56.350000000000009	55.200000000000003	55.200000000000003	0	1	0.44879895051282759	0.10000000000000001	1	8.7164092056650465e-08	-10	8.4050704590044916	16.49882454200997	7.989748291001888	5.8787364170129877	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	final	1.7752437044592042e-09	3.9810327734683218e-10	-9.9999999999999982	0.045511706620516797	0.17874104039491637	0.21333472905393719	0.61889799716078409	0.99986933996075344	0.9262201697225937	0.22532684244238971	-6.4718706912738142	77.593477801816917	False	False	False	
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	stationary	near	55.200000000000003	56.350000000000009	55.400000000000006	55.400000000000006	0	1	0.44879895051282759	0	0	5.7471188839603217e-08	-10	8.4050704590044916	16.49882454200997	7.9771035420126282	6.0527098750171717	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	recovery	7.7176182750608914e-10	7.7214853005030844e-10	-10.000000000000002	0.99968325287938853	0.00081781173706274525	0.99984161389661541	4.8822552351437605e-08	0.99999998812992275	0.008828055675764326	1.0040978966101641	0.017760573159060631	0.10560871336088502				
sub-0003_task-thermalactive_run-1_eeg	sub-0003	multitaper	lines		frozen	Cz	comb55	54.774999999999999	56.774999999999999	stationary	near	55.200000000000003	56.350000000000009	55.400000000000006	55.400000000000006	0	1	0.44879895051282759	0	0	5.7471188839603217e-08	-10	8.4050704590044916	16.49882454200997	7.9771035420126282	6.0527098750171717	3	3	False	False	0.98472222222222427	0.98472222222222427	True	False	final	7.7176182750608914e-10	7.7211458208088808e-10	-10.000000000000002	0.99963423858145517	0.00082283841077439518	0.99981710256499168	6.1370367153263499e-08	0.99999998603799878	0.00957441231943099	1.004065124334184	0.017618823525486237	0.10561302564191553	False	False	False	
